synthetic_date,trajectory_id,nearest_real_index,euclidean_distance_to_nearest_real,is_exact_duplicate,is_near_duplicate
SYNTH-T019_L30_POS-D029,T019_L30_POS,664,3.526568833090835,0,0
SYNTH-T019_L30_POS-D030,T019_L30_POS,664,3.875968907936788,0,0
SYNTH-T020_L30_WIN-D001,T020_L30_WIN,703,3.441934983665092,0,0
SYNTH-T020_L30_WIN-D002,T020_L30_WIN,702,3.630681598580079,0,0
SYNTH-T020_L30_WIN-D003,T020_L30_WIN,703,3.5314853285921024,0,0
SYNTH-T020_L30_WIN-D004,T020_L30_WIN,703,2.6677875724378954,0,0
SYNTH-T020_L30_WIN-D005,T020_L30_WIN,703,3.3773904061918327,0,0
SYNTH-T020_L30_WIN-D006,T020_L30_WIN,5,3.9202285857928434,0,0
SYNTH-T020_L30_WIN-D007,T020_L30_WIN,386,3.9349433770910967,0,0
SYNTH-T020_L30_WIN-D008,T020_L30_WIN,707,3.921813321658899,0,0
SYNTH-T020_L30_WIN-D009,T020_L30_WIN,703,3.051354642802756,0,0
SYNTH-T020_L30_WIN-D010,T020_L30_WIN,5,3.9004039972461695,0,0
SYNTH-T020_L30_WIN-D011,T020_L30_WIN,61,3.3782722581830344,0,0
SYNTH-T020_L30_WIN-D012,T020_L30_WIN,61,3.1694629914720203,0,0
SYNTH-T020_L30_WIN-D013,T020_L30_WIN,61,3.8795866570557145,0,0
SYNTH-T020_L30_WIN-D014,T020_L30_WIN,61,3.339636178763213,0,0
SYNTH-T020_L30_WIN-D015,T020_L30_WIN,61,3.004941302238879,0,0
SYNTH-T020_L30_WIN-D016,T020_L30_WIN,632,3.8017615793244013,0,0
SYNTH-T020_L30_WIN-D017,T020_L30_WIN,76,3.9179630730892776,0,0
SYNTH-T020_L30_WIN-D018,T020_L30_WIN,193,3.652406201385498,0,0
SYNTH-T020_L30_WIN-D019,T020_L30_WIN,69,2.9007295657463783,0,0
SYNTH-T020_L30_WIN-D020,T020_L30_WIN,632,3.406584426540321,0,0
SYNTH-T020_L30_WIN-D021,T020_L30_WIN,640,4.083571790006617,0,0
SYNTH-T020_L30_WIN-D022,T020_L30_WIN,640,4.420861878240754,0,0
SYNTH-T020_L30_WIN-D023,T020_L30_WIN,644,3.8036643092093136,0,0
SYNTH-T020_L30_WIN-D024,T020_L30_WIN,53,4.535583888826457,0,0
SYNTH-T020_L30_WIN-D025,T020_L30_WIN,61,3.7846363508792984,0,0
SYNTH-T020_L30_WIN-D026,T020_L30_WIN,632,4.217470581079839,0,0
SYNTH-T020_L30_WIN-D027,T020_L30_WIN,640,4.1626563470986175,0,0
SYNTH-T020_L30_WIN-D028,T020_L30_WIN,640,4.308104191355921,0,0
SYNTH-T020_L30_WIN-D029,T020_L30_WIN,56,3.3763492533346744,0,0
SYNTH-T020_L30_WIN-D030,T020_L30_WIN,632,4.003529404481966,0,0
SYNTH-T021_L30_SUM-D001,T021_L30_SUM,549,6.0592306928333945,0,0
SYNTH-T021_L30_SUM-D002,T021_L30_SUM,549,6.21198638778448,0,0
SYNTH-T021_L30_SUM-D003,T021_L30_SUM,549,5.687312205451579,0,0
SYNTH-T021_L30_SUM-D004,T021_L30_SUM,549,5.415445047026234,0,0
SYNTH-T021_L30_SUM-D005,T021_L30_SUM,549,6.0860433378209375,0,0
SYNTH-T021_L30_SUM-D006,T021_L30_SUM,549,5.119424163026111,0,0
SYNTH-T021_L30_SUM-D007,T021_L30_SUM,549,5.337164918355159,0,0
SYNTH-T021_L30_SUM-D008,T021_L30_SUM,549,6.074683239927464,0,0
SYNTH-T021_L30_SUM-D009,T021_L30_SUM,549,5.681826448104568,0,0
SYNTH-T021_L30_SUM-D010,T021_L30_SUM,549,5.417578372184202,0,0
SYNTH-T021_L30_SUM-D011,T021_L30_SUM,549,5.501391641552841,0,0
SYNTH-T021_L30_SUM-D012,T021_L30_SUM,549,4.735019724149167,0,0
SYNTH-T021_L30_SUM-D013,T021_L30_SUM,549,5.240385577350248,0,0
SYNTH-T021_L30_SUM-D014,T021_L30_SUM,123,6.107539214234354,0,0
SYNTH-T021_L30_SUM-D015,T021_L30_SUM,549,5.326709894305426,0,0
SYNTH-T021_L30_SUM-D016,T021_L30_SUM,549,5.671174700475817,0,0
SYNTH-T021_L30_SUM-D017,T021_L30_SUM,549,5.762965975608541,0,0
SYNTH-T021_L30_SUM-D018,T021_L30_SUM,549,6.585146164123077,0,0
SYNTH-T021_L30_SUM-D019,T021_L30_SUM,549,6.14984503727466,0,0
SYNTH-T021_L30_SUM-D020,T021_L30_SUM,549,5.5275280304781225,0,0
SYNTH-T021_L30_SUM-D021,T021_L30_SUM,549,5.819788271725605,0,0
SYNTH-T021_L30_SUM-D022,T021_L30_SUM,549,5.4608749200476385,0,0
SYNTH-T021_L30_SUM-D023,T021_L30_SUM,106,5.543768304236489,0,0
SYNTH-T021_L30_SUM-D024,T021_L30_SUM,549,5.717149662383627,0,0
SYNTH-T021_L30_SUM-D025,T021_L30_SUM,549,6.10254680695362,0,0
SYNTH-T021_L30_SUM-D026,T021_L30_SUM,549,6.112402730847553,0,0
SYNTH-T021_L30_SUM-D027,T021_L30_SUM,549,5.626530208983061,0,0
SYNTH-T021_L30_SUM-D028,T021_L30_SUM,549,5.975374078511759,0,0
SYNTH-T021_L30_SUM-D029,T021_L30_SUM,549,5.070547881394341,0,0
SYNTH-T021_L30_SUM-D030,T021_L30_SUM,549,5.954142210190497,0,0
SYNTH-T022_L30_MON-D001,T022_L30_MON,180,5.830307192855604,0,0
SYNTH-T022_L30_MON-D002,T022_L30_MON,190,5.431468695471893,0,0
SYNTH-T022_L30_MON-D003,T022_L30_MON,197,4.937769784106524,0,0
SYNTH-T022_L30_MON-D004,T022_L30_MON,563,5.409760882393463,0,0
SYNTH-T022_L30_MON-D005,T022_L30_MON,218,5.187510427124298,0,0
SYNTH-T022_L30_MON-D006,T022_L30_MON,190,5.4420730880237835,0,0
SYNTH-T022_L30_MON-D007,T022_L30_MON,197,5.38707238204398,0,0
SYNTH-T022_L30_MON-D008,T022_L30_MON,557,5.326459436848044,0,0
SYNTH-T022_L30_MON-D009,T022_L30_MON,561,4.583631867735711,0,0
SYNTH-T022_L30_MON-D010,T022_L30_MON,563,4.892957535633044,0,0
SYNTH-T022_L30_MON-D011,T022_L30_MON,557,5.54698655657178,0,0
SYNTH-T022_L30_MON-D012,T022_L30_MON,189,5.384260566702757,0,0
SYNTH-T022_L30_MON-D013,T022_L30_MON,557,5.856745800397137,0,0
SYNTH-T022_L30_MON-D014,T022_L30_MON,190,5.278706045101128,0,0
SYNTH-T022_L30_MON-D015,T022_L30_MON,197,5.4779280279424345,0,0
SYNTH-T022_L30_MON-D016,T022_L30_MON,189,5.553300202283963,0,0
SYNTH-T022_L30_MON-D017,T022_L30_MON,189,5.1330586191622185,0,0
SYNTH-T022_L30_MON-D018,T022_L30_MON,563,4.7722288102193335,0,0
SYNTH-T022_L30_MON-D019,T022_L30_MON,563,4.981537601906739,0,0
SYNTH-T022_L30_MON-D020,T022_L30_MON,563,5.064239889373988,0,0
SYNTH-T022_L30_MON-D021,T022_L30_MON,210,4.929602243924516,0,0
SYNTH-T022_L30_MON-D022,T022_L30_MON,189,5.364793996408015,0,0
SYNTH-T022_L30_MON-D023,T022_L30_MON,558,4.77719184522358,0,0
SYNTH-T022_L30_MON-D024,T022_L30_MON,561,5.308042878095715,0,0
SYNTH-T022_L30_MON-D025,T022_L30_MON,558,5.102885976283169,0,0
SYNTH-T022_L30_MON-D026,T022_L30_MON,558,4.621462574524874,0,0
SYNTH-T022_L30_MON-D027,T022_L30_MON,199,4.032836928756507,0,0
SYNTH-T022_L30_MON-D028,T022_L30_MON,202,4.788910483509701,0,0
SYNTH-T022_L30_MON-D029,T022_L30_MON,197,5.606072967676686,0,0
SYNTH-T022_L30_MON-D030,T022_L30_MON,189,4.972926390328833,0,0
SYNTH-T023_L30_POS-D001,T023_L30_POS,658,2.958636895504386,0,0
SYNTH-T023_L30_POS-D002,T023_L30_POS,663,3.5613898356910862,0,0
SYNTH-T023_L30_POS-D003,T023_L30_POS,664,3.349688925574478,0,0
SYNTH-T023_L30_POS-D004,T023_L30_POS,664,3.557707720116586,0,0
SYNTH-T023_L30_POS-D005,T023_L30_POS,674,4.980407382095009,0,0
SYNTH-T023_L30_POS-D006,T023_L30_POS,673,4.790922395331934,0,0
SYNTH-T023_L30_POS-D007,T023_L30_POS,676,4.831710012923619,0,0
SYNTH-T023_L30_POS-D008,T023_L30_POS,675,4.474235339430524,0,0
SYNTH-T023_L30_POS-D009,T023_L30_POS,675,4.820857794319841,0,0
SYNTH-T023_L30_POS-D010,T023_L30_POS,677,4.395196775916065,0,0
SYNTH-T023_L30_POS-D011,T023_L30_POS,678,4.354929862165879,0,0
SYNTH-T023_L30_POS-D012,T023_L30_POS,679,5.309689327398142,0,0
SYNTH-T023_L30_POS-D013,T023_L30_POS,680,5.393663121485639,0,0
SYNTH-T023_L30_POS-D014,T023_L30_POS,680,5.878957841841862,0,0
SYNTH-T023_L30_POS-D015,T023_L30_POS,36,6.351954852868647,0,0
SYNTH-T023_L30_POS-D016,T023_L30_POS,653,5.557962467800956,0,0
SYNTH-T023_L30_POS-D017,T023_L30_POS,657,5.074786746028265,0,0
SYNTH-T023_L30_POS-D018,T023_L30_POS,653,4.381623075291491,0,0
SYNTH-T023_L30_POS-D019,T023_L30_POS,664,3.713479544002263,0,0
SYNTH-T023_L30_POS-D020,T023_L30_POS,664,4.103508319353713,0,0
SYNTH-T023_L30_POS-D021,T023_L30_POS,664,4.478525019806578,0,0
SYNTH-T023_L30_POS-D022,T023_L30_POS,674,5.109007425427599,0,0
SYNTH-T023_L30_POS-D023,T023_L30_POS,675,5.045237549030405,0,0
SYNTH-T023_L30_POS-D024,T023_L30_POS,674,4.229528417676687,0,0
SYNTH-T023_L30_POS-D025,T023_L30_POS,288,4.90009660337577,0,0
SYNTH-T023_L30_POS-D026,T023_L30_POS,288,5.005204622516716,0,0
SYNTH-T023_L30_POS-D027,T023_L30_POS,653,5.23901689283653,0,0
SYNTH-T023_L30_POS-D028,T023_L30_POS,653,4.106204833214268,0,0
SYNTH-T023_L30_POS-D029,T023_L30_POS,664,3.9992712487932764,0,0
SYNTH-T023_L30_POS-D030,T023_L30_POS,324,4.687120288111353,0,0
SYNTH-T024_L30_WIN-D001,T024_L30_WIN,703,4.1676124353698665,0,0
SYNTH-T024_L30_WIN-D002,T024_L30_WIN,703,3.821915422389024,0,0
SYNTH-T024_L30_WIN-D003,T024_L30_WIN,703,3.713251483613185,0,0
SYNTH-T024_L30_WIN-D004,T024_L30_WIN,703,3.8447217666976834,0,0
SYNTH-T024_L30_WIN-D005,T024_L30_WIN,344,4.044207482211546,0,0
SYNTH-T024_L30_WIN-D006,T024_L30_WIN,18,4.1848856906925676,0,0
SYNTH-T024_L30_WIN-D007,T024_L30_WIN,375,4.187661064784423,0,0
SYNTH-T024_L30_WIN-D008,T024_L30_WIN,61,5.6576723684533725,0,0
SYNTH-T024_L30_WIN-D009,T024_L30_WIN,61,5.2638021730426425,0,0
SYNTH-T024_L30_WIN-D010,T024_L30_WIN,61,5.518803353504027,0,0
SYNTH-T024_L30_WIN-D011,T024_L30_WIN,61,5.747109047893016,0,0
SYNTH-T024_L30_WIN-D012,T024_L30_WIN,61,4.938687516100163,0,0
SYNTH-T024_L30_WIN-D013,T024_L30_WIN,61,4.2310906068146945,0,0
SYNTH-T024_L30_WIN-D014,T024_L30_WIN,67,3.9307407520832816,0,0
SYNTH-T024_L30_WIN-D015,T024_L30_WIN,67,3.407856344375473,0,0
SYNTH-T024_L30_WIN-D016,T024_L30_WIN,67,3.254640520422802,0,0
SYNTH-T024_L30_WIN-D017,T024_L30_WIN,69,3.396209275238091,0,0
SYNTH-T024_L30_WIN-D018,T024_L30_WIN,67,3.350852439211057,0,0
SYNTH-T024_L30_WIN-D019,T024_L30_WIN,67,3.4571986775853083,0,0
SYNTH-T024_L30_WIN-D020,T024_L30_WIN,68,4.197539043231951,0,0
SYNTH-T024_L30_WIN-D021,T024_L30_WIN,582,2.8318322868626122,0,0
SYNTH-T024_L30_WIN-D022,T024_L30_WIN,249,3.201880311439804,0,0
SYNTH-T024_L30_WIN-D023,T024_L30_WIN,638,2.5635798728833965,0,0
SYNTH-T024_L30_WIN-D024,T024_L30_WIN,232,3.016503493861836,0,0
SYNTH-T024_L30_WIN-D025,T024_L30_WIN,633,4.212694620765061,0,0
SYNTH-T024_L30_WIN-D026,T024_L30_WIN,633,4.234569152785604,0,0
SYNTH-T024_L30_WIN-D027,T024_L30_WIN,76,4.184563877930207,0,0
SYNTH-T024_L30_WIN-D028,T024_L30_WIN,505,4.147616162329624,0,0
SYNTH-T024_L30_WIN-D029,T024_L30_WIN,67,3.666009482073732,0,0
SYNTH-T024_L30_WIN-D030,T024_L30_WIN,80,3.556746565189742,0,0
SYNTH-T025_L30_SUM-D001,T025_L30_SUM,549,4.182420660979482,0,0
SYNTH-T025_L30_SUM-D002,T025_L30_SUM,549,5.094895031595164,0,0
SYNTH-T025_L30_SUM-D003,T025_L30_SUM,525,4.852632017937897,0,0
SYNTH-T025_L30_SUM-D004,T025_L30_SUM,549,5.59558986720776,0,0
SYNTH-T025_L30_SUM-D005,T025_L30_SUM,549,4.736702208942388,0,0
SYNTH-T025_L30_SUM-D006,T025_L30_SUM,549,5.5562992398426445,0,0
SYNTH-T025_L30_SUM-D007,T025_L30_SUM,549,5.017703824793623,0,0
SYNTH-T025_L30_SUM-D008,T025_L30_SUM,549,5.355176509754797,0,0
SYNTH-T025_L30_SUM-D009,T025_L30_SUM,121,5.47442360593367,0,0
SYNTH-T025_L30_SUM-D010,T025_L30_SUM,549,5.402562546597192,0,0
SYNTH-T025_L30_SUM-D011,T025_L30_SUM,121,5.653797837429136,0,0
SYNTH-T025_L30_SUM-D012,T025_L30_SUM,549,6.120391719553139,0,0
SYNTH-T025_L30_SUM-D013,T025_L30_SUM,549,5.614701817792162,0,0
SYNTH-T025_L30_SUM-D014,T025_L30_SUM,549,5.227279008358532,0,0
SYNTH-T025_L30_SUM-D015,T025_L30_SUM,549,5.4176677010589005,0,0
SYNTH-T025_L30_SUM-D016,T025_L30_SUM,549,6.218161220138998,0,0
SYNTH-T025_L30_SUM-D017,T025_L30_SUM,549,5.798775412074167,0,0
SYNTH-T025_L30_SUM-D018,T025_L30_SUM,123,5.828251935322613,0,0
SYNTH-T025_L30_SUM-D019,T025_L30_SUM,124,5.101434248156276,0,0
SYNTH-T025_L30_SUM-D020,T025_L30_SUM,193,4.3434738718682455,0,0
SYNTH-T025_L30_SUM-D021,T025_L30_SUM,531,6.513958456742115,0,0
SYNTH-T025_L30_SUM-D022,T025_L30_SUM,123,5.536347251815021,0,0
SYNTH-T025_L30_SUM-D023,T025_L30_SUM,549,5.71153646350542,0,0
SYNTH-T025_L30_SUM-D024,T025_L30_SUM,549,5.827589344747005,0,0
SYNTH-T025_L30_SUM-D025,T025_L30_SUM,549,4.518131934395495,0,0
SYNTH-T025_L30_SUM-D026,T025_L30_SUM,121,5.419124456454996,0,0
SYNTH-T025_L30_SUM-D027,T025_L30_SUM,549,5.609068940555694,0,0
SYNTH-T025_L30_SUM-D028,T025_L30_SUM,549,4.921590100625153,0,0
SYNTH-T025_L30_SUM-D029,T025_L30_SUM,549,5.329341144318052,0,0
SYNTH-T025_L30_SUM-D030,T025_L30_SUM,549,5.272458748722587,0,0
SYNTH-T026_L30_MON-D001,T026_L30_MON,561,4.8617915506447735,0,0
SYNTH-T026_L30_MON-D002,T026_L30_MON,563,5.695215115298499,0,0
SYNTH-T026_L30_MON-D003,T026_L30_MON,197,5.648761723059219,0,0
SYNTH-T026_L30_MON-D004,T026_L30_MON,180,5.629571157893725,0,0
SYNTH-T026_L30_MON-D005,T026_L30_MON,190,5.228271980064437,0,0
SYNTH-T026_L30_MON-D006,T026_L30_MON,197,5.008371319321026,0,0
SYNTH-T026_L30_MON-D007,T026_L30_MON,190,5.259343047494926,0,0
SYNTH-T026_L30_MON-D008,T026_L30_MON,563,5.1605940585312835,0,0
SYNTH-T026_L30_MON-D009,T026_L30_MON,190,5.224317443430727,0,0
SYNTH-T026_L30_MON-D010,T026_L30_MON,197,4.5315154838666105,0,0
SYNTH-T026_L30_MON-D011,T026_L30_MON,197,4.729962163852731,0,0
SYNTH-T026_L30_MON-D012,T026_L30_MON,189,4.308584107479898,0,0
SYNTH-T026_L30_MON-D013,T026_L30_MON,218,4.073458122001135,0,0
SYNTH-T026_L30_MON-D014,T026_L30_MON,218,4.687535190281069,0,0
SYNTH-T026_L30_MON-D015,T026_L30_MON,218,4.751935122663212,0,0
SYNTH-T026_L30_MON-D016,T026_L30_MON,561,5.167014634096847,0,0
SYNTH-T026_L30_MON-D017,T026_L30_MON,189,5.282572901381241,0,0
SYNTH-T026_L30_MON-D018,T026_L30_MON,562,5.725782839167869,0,0
SYNTH-T026_L30_MON-D019,T026_L30_MON,556,5.440807028342471,0,0
SYNTH-T026_L30_MON-D020,T026_L30_MON,197,5.468458085155044,0,0
SYNTH-T026_L30_MON-D021,T026_L30_MON,558,4.714737180586933,0,0
SYNTH-T026_L30_MON-D022,T026_L30_MON,218,5.938768623861082,0,0
SYNTH-T026_L30_MON-D023,T026_L30_MON,180,5.826772002471979,0,0
SYNTH-T026_L30_MON-D024,T026_L30_MON,190,5.596025788863215,0,0
SYNTH-T026_L30_MON-D025,T026_L30_MON,190,5.830178037838585,0,0
SYNTH-T026_L30_MON-D026,T026_L30_MON,197,5.704943154402686,0,0
SYNTH-T026_L30_MON-D027,T026_L30_MON,197,4.856341704165399,0,0
SYNTH-T026_L30_MON-D028,T026_L30_MON,187,3.749048223001914,0,0
SYNTH-T026_L30_MON-D029,T026_L30_MON,189,4.700483695686956,0,0
SYNTH-T026_L30_MON-D030,T026_L30_MON,189,4.287779042697759,0,0
SYNTH-T027_L30_POS-D001,T027_L30_POS,518,3.901830953976765,0,0
SYNTH-T027_L30_POS-D002,T027_L30_POS,518,3.766311232929608,0,0
SYNTH-T027_L30_POS-D003,T027_L30_POS,658,3.7054612210510762,0,0
SYNTH-T027_L30_POS-D004,T027_L30_POS,664,2.906885298166919,0,0
SYNTH-T027_L30_POS-D005,T027_L30_POS,664,3.423141422753445,0,0
SYNTH-T027_L30_POS-D006,T027_L30_POS,664,4.49295400612548,0,0
SYNTH-T027_L30_POS-D007,T027_L30_POS,674,4.745103072479097,0,0
SYNTH-T027_L30_POS-D008,T027_L30_POS,657,4.744348218323384,0,0
SYNTH-T027_L30_POS-D009,T027_L30_POS,658,4.118019112298022,0,0
SYNTH-T027_L30_POS-D010,T027_L30_POS,657,3.136017982488334,0,0
SYNTH-T027_L30_POS-D011,T027_L30_POS,657,3.5726935949574794,0,0
SYNTH-T027_L30_POS-D012,T027_L30_POS,657,4.652973685362855,0,0
SYNTH-T027_L30_POS-D013,T027_L30_POS,653,4.258337561519414,0,0
SYNTH-T027_L30_POS-D014,T027_L30_POS,505,4.845214312200856,0,0
SYNTH-T027_L30_POS-D015,T027_L30_POS,653,5.244931157756754,0,0
SYNTH-T027_L30_POS-D016,T027_L30_POS,505,5.015991676332121,0,0
SYNTH-T027_L30_POS-D017,T027_L30_POS,200,4.669311566324328,0,0
SYNTH-T027_L30_POS-D018,T027_L30_POS,200,4.113536860708977,0,0
SYNTH-T027_L30_POS-D019,T027_L30_POS,658,4.656109952018773,0,0
SYNTH-T027_L30_POS-D020,T027_L30_POS,664,4.769709798765501,0,0
SYNTH-T027_L30_POS-D021,T027_L30_POS,644,4.708427680467171,0,0
SYNTH-T027_L30_POS-D022,T027_L30_POS,644,4.494852636085706,0,0
SYNTH-T027_L30_POS-D023,T027_L30_POS,657,4.273149295746129,0,0
SYNTH-T027_L30_POS-D024,T027_L30_POS,658,2.9994685899769746,0,0
SYNTH-T027_L30_POS-D025,T027_L30_POS,657,4.44582162917127,0,0
SYNTH-T027_L30_POS-D026,T027_L30_POS,288,4.252262522383215,0,0
SYNTH-T027_L30_POS-D027,T027_L30_POS,653,4.072630798918864,0,0
SYNTH-T027_L30_POS-D028,T027_L30_POS,664,3.9250009660614276,0,0
SYNTH-T027_L30_POS-D029,T027_L30_POS,674,4.410405241003753,0,0
SYNTH-T027_L30_POS-D030,T027_L30_POS,674,4.327847045540675,0,0
SYNTH-T028_L30_WIN-D001,T028_L30_WIN,703,3.6227767592710105,0,0
SYNTH-T028_L30_WIN-D002,T028_L30_WIN,703,3.207959552634503,0,0
SYNTH-T028_L30_WIN-D003,T028_L30_WIN,703,3.1481617954350374,0,0
SYNTH-T028_L30_WIN-D004,T028_L30_WIN,702,3.8723526190953095,0,0
SYNTH-T028_L30_WIN-D005,T028_L30_WIN,386,3.8341232937816954,0,0
SYNTH-T028_L30_WIN-D006,T028_L30_WIN,61,3.738553667666744,0,0
SYNTH-T028_L30_WIN-D007,T028_L30_WIN,61,3.5269395583631105,0,0
SYNTH-T028_L30_WIN-D008,T028_L30_WIN,648,4.453989106953064,0,0
SYNTH-T028_L30_WIN-D009,T028_L30_WIN,703,3.755274420859264,0,0
SYNTH-T028_L30_WIN-D010,T028_L30_WIN,55,3.8517404167915834,0,0
SYNTH-T028_L30_WIN-D011,T028_L30_WIN,61,3.410642385851414,0,0
SYNTH-T028_L30_WIN-D012,T028_L30_WIN,505,3.7207114441923212,0,0
SYNTH-T028_L30_WIN-D013,T028_L30_WIN,61,3.5222040314319822,0,0
SYNTH-T028_L30_WIN-D014,T028_L30_WIN,61,3.7314224945479437,0,0
SYNTH-T028_L30_WIN-D015,T028_L30_WIN,61,3.8607693515108212,0,0
SYNTH-T028_L30_WIN-D016,T028_L30_WIN,69,3.7679508368330454,0,0
SYNTH-T028_L30_WIN-D017,T028_L30_WIN,575,3.281589505857168,0,0
SYNTH-T028_L30_WIN-D018,T028_L30_WIN,632,3.0047533777786706,0,0
SYNTH-T028_L30_WIN-D019,T028_L30_WIN,632,3.2060077630736283,0,0
SYNTH-T028_L30_WIN-D020,T028_L30_WIN,81,3.742342038248678,0,0
SYNTH-T028_L30_WIN-D021,T028_L30_WIN,632,2.4783039305248766,0,0
SYNTH-T028_L30_WIN-D022,T028_L30_WIN,633,3.3069200797704386,0,0
SYNTH-T028_L30_WIN-D023,T028_L30_WIN,633,3.4073696354930787,0,0
SYNTH-T028_L30_WIN-D024,T028_L30_WIN,633,3.8609453824246045,0,0
SYNTH-T028_L30_WIN-D025,T028_L30_WIN,81,3.810106310717101,0,0
SYNTH-T028_L30_WIN-D026,T028_L30_WIN,575,3.490549729300114,0,0
SYNTH-T028_L30_WIN-D027,T028_L30_WIN,69,3.5866207906149015,0,0
SYNTH-T028_L30_WIN-D028,T028_L30_WIN,632,3.1824120528906064,0,0
SYNTH-T028_L30_WIN-D029,T028_L30_WIN,632,3.369874476955168,0,0
SYNTH-T028_L30_WIN-D030,T028_L30_WIN,633,3.806850794379012,0,0
SYNTH-T029_L30_SUM-D001,T029_L30_SUM,531,5.494506000472906,0,0
SYNTH-T029_L30_SUM-D002,T029_L30_SUM,549,4.583031834846977,0,0
SYNTH-T029_L30_SUM-D003,T029_L30_SUM,549,5.806980715734025,0,0
SYNTH-T029_L30_SUM-D004,T029_L30_SUM,549,4.706947292448371,0,0
SYNTH-T029_L30_SUM-D005,T029_L30_SUM,549,5.776087288962548,0,0
SYNTH-T029_L30_SUM-D006,T029_L30_SUM,549,5.663943235669243,0,0
SYNTH-T029_L30_SUM-D007,T029_L30_SUM,123,5.347110066195033,0,0
SYNTH-T029_L30_SUM-D008,T029_L30_SUM,549,5.03189918743858,0,0
SYNTH-T029_L30_SUM-D009,T029_L30_SUM,549,5.303469540812646,0,0
SYNTH-T029_L30_SUM-D010,T029_L30_SUM,549,5.055304237097527,0,0
SYNTH-T029_L30_SUM-D011,T029_L30_SUM,123,5.669887103113654,0,0
SYNTH-T029_L30_SUM-D012,T029_L30_SUM,549,5.185449155917519,0,0
SYNTH-T029_L30_SUM-D013,T029_L30_SUM,549,5.305095852227431,0,0
SYNTH-T029_L30_SUM-D014,T029_L30_SUM,549,5.149908780989728,0,0
SYNTH-T029_L30_SUM-D015,T029_L30_SUM,183,4.863937224801104,0,0
SYNTH-T029_L30_SUM-D016,T029_L30_SUM,183,5.522948785265291,0,0
SYNTH-T029_L30_SUM-D017,T029_L30_SUM,121,5.592755224552787,0,0
SYNTH-T029_L30_SUM-D018,T029_L30_SUM,549,5.842188170731841,0,0
SYNTH-T029_L30_SUM-D019,T029_L30_SUM,549,5.8421284504701445,0,0
SYNTH-T029_L30_SUM-D020,T029_L30_SUM,123,6.101033361277001,0,0
SYNTH-T029_L30_SUM-D021,T029_L30_SUM,549,5.683826305650516,0,0
SYNTH-T029_L30_SUM-D022,T029_L30_SUM,549,5.418474884130749,0,0
SYNTH-T029_L30_SUM-D023,T029_L30_SUM,549,5.290539807624793,0,0
SYNTH-T029_L30_SUM-D024,T029_L30_SUM,549,5.117580643525533,0,0
SYNTH-T029_L30_SUM-D025,T029_L30_SUM,106,5.713084349032763,0,0
SYNTH-T029_L30_SUM-D026,T029_L30_SUM,121,5.237061495525142,0,0
SYNTH-T029_L30_SUM-D027,T029_L30_SUM,121,5.3444397072980045,0,0
SYNTH-T029_L30_SUM-D028,T029_L30_SUM,106,6.055981743617427,0,0
SYNTH-T029_L30_SUM-D029,T029_L30_SUM,549,4.800211168353731,0,0
SYNTH-T029_L30_SUM-D030,T029_L30_SUM,549,5.681152944218131,0,0
SYNTH-T030_L30_MON-D001,T030_L30_MON,199,4.334224217327078,0,0
SYNTH-T030_L30_MON-D002,T030_L30_MON,189,4.972526751722955,0,0
SYNTH-T030_L30_MON-D003,T030_L30_MON,190,5.412844689438556,0,0
SYNTH-T030_L30_MON-D004,T030_L30_MON,197,4.787361980511898,0,0
SYNTH-T030_L30_MON-D005,T030_L30_MON,197,4.958932584764842,0,0
SYNTH-T030_L30_MON-D006,T030_L30_MON,189,4.131368142242818,0,0
SYNTH-T030_L30_MON-D007,T030_L30_MON,189,5.058111699134378,0,0
SYNTH-T030_L30_MON-D008,T030_L30_MON,189,4.907518883051798,0,0
SYNTH-T030_L30_MON-D009,T030_L30_MON,189,4.829892333392898,0,0
SYNTH-T030_L30_MON-D010,T030_L30_MON,189,5.851656608525,0,0
SYNTH-T030_L30_MON-D011,T030_L30_MON,558,5.841527345626333,0,0
SYNTH-T030_L30_MON-D012,T030_L30_MON,558,4.827598765132568,0,0
SYNTH-T030_L30_MON-D013,T030_L30_MON,561,5.015848135671334,0,0
SYNTH-T030_L30_MON-D014,T030_L30_MON,190,5.031659488700301,0,0
SYNTH-T030_L30_MON-D015,T030_L30_MON,563,5.7447089980588215,0,0
SYNTH-T030_L30_MON-D016,T030_L30_MON,562,5.4966659438341,0,0
SYNTH-T030_L30_MON-D017,T030_L30_MON,563,5.011932689079577,0,0
SYNTH-T030_L30_MON-D018,T030_L30_MON,562,4.504728848031473,0,0
SYNTH-T030_L30_MON-D019,T030_L30_MON,197,4.4650582941905235,0,0
SYNTH-T030_L30_MON-D020,T030_L30_MON,562,4.549567055990286,0,0
SYNTH-T030_L30_MON-D021,T030_L30_MON,189,5.359972152142337,0,0
SYNTH-T030_L30_MON-D022,T030_L30_MON,562,5.413883343300094,0,0
SYNTH-T030_L30_MON-D023,T030_L30_MON,197,5.172411816433188,0,0
SYNTH-T030_L30_MON-D024,T030_L30_MON,189,5.240962777831971,0,0
SYNTH-T030_L30_MON-D025,T030_L30_MON,561,5.304937252382863,0,0
SYNTH-T030_L30_MON-D026,T030_L30_MON,557,5.204830632010772,0,0
SYNTH-T030_L30_MON-D027,T030_L30_MON,190,5.32351249274206,0,0
