trajectory_id,step_idx,synthetic_date,nearest_real_distance,is_outlier_flag
T020_L30_WIN,15,SYNTH-T020_L30_WIN-D016,3.8017615793244013,0
T020_L30_WIN,16,SYNTH-T020_L30_WIN-D017,3.9179630730892776,0
T020_L30_WIN,17,SYNTH-T020_L30_WIN-D018,3.652406201385498,0
T020_L30_WIN,18,SYNTH-T020_L30_WIN-D019,2.9007295657463783,0
T020_L30_WIN,19,SYNTH-T020_L30_WIN-D020,3.406584426540321,0
T020_L30_WIN,20,SYNTH-T020_L30_WIN-D021,4.083571790006617,0
T020_L30_WIN,21,SYNTH-T020_L30_WIN-D022,4.420861878240754,0
T020_L30_WIN,22,SYNTH-T020_L30_WIN-D023,3.8036643092093136,0
T020_L30_WIN,23,SYNTH-T020_L30_WIN-D024,4.535583888826457,0
T020_L30_WIN,24,SYNTH-T020_L30_WIN-D025,3.7846363508792984,0
T020_L30_WIN,25,SYNTH-T020_L30_WIN-D026,4.217470581079839,0
T020_L30_WIN,26,SYNTH-T020_L30_WIN-D027,4.1626563470986175,0
T020_L30_WIN,27,SYNTH-T020_L30_WIN-D028,4.308104191355921,0
T020_L30_WIN,28,SYNTH-T020_L30_WIN-D029,3.3763492533346744,0
T020_L30_WIN,29,SYNTH-T020_L30_WIN-D030,4.003529404481966,0
T021_L30_SUM,0,SYNTH-T021_L30_SUM-D001,6.0592306928333945,1
T021_L30_SUM,1,SYNTH-T021_L30_SUM-D002,6.21198638778448,1
T021_L30_SUM,2,SYNTH-T021_L30_SUM-D003,5.687312205451579,1
T021_L30_SUM,3,SYNTH-T021_L30_SUM-D004,5.415445047026234,1
T021_L30_SUM,4,SYNTH-T021_L30_SUM-D005,6.0860433378209375,1
T021_L30_SUM,5,SYNTH-T021_L30_SUM-D006,5.119424163026111,1
T021_L30_SUM,6,SYNTH-T021_L30_SUM-D007,5.337164918355159,1
T021_L30_SUM,7,SYNTH-T021_L30_SUM-D008,6.074683239927464,1
T021_L30_SUM,8,SYNTH-T021_L30_SUM-D009,5.681826448104568,1
T021_L30_SUM,9,SYNTH-T021_L30_SUM-D010,5.417578372184202,1
T021_L30_SUM,10,SYNTH-T021_L30_SUM-D011,5.501391641552841,1
T021_L30_SUM,11,SYNTH-T021_L30_SUM-D012,4.735019724149167,0
T021_L30_SUM,12,SYNTH-T021_L30_SUM-D013,5.240385577350248,1
T021_L30_SUM,13,SYNTH-T021_L30_SUM-D014,6.107539214234354,1
T021_L30_SUM,14,SYNTH-T021_L30_SUM-D015,5.326709894305426,1
T021_L30_SUM,15,SYNTH-T021_L30_SUM-D016,5.671174700475817,1
T021_L30_SUM,16,SYNTH-T021_L30_SUM-D017,5.762965975608541,1
T021_L30_SUM,17,SYNTH-T021_L30_SUM-D018,6.585146164123077,1
T021_L30_SUM,18,SYNTH-T021_L30_SUM-D019,6.14984503727466,1
T021_L30_SUM,19,SYNTH-T021_L30_SUM-D020,5.5275280304781225,1
T021_L30_SUM,20,SYNTH-T021_L30_SUM-D021,5.819788271725605,1
T021_L30_SUM,21,SYNTH-T021_L30_SUM-D022,5.4608749200476385,1
T021_L30_SUM,22,SYNTH-T021_L30_SUM-D023,5.543768304236489,1
T021_L30_SUM,23,SYNTH-T021_L30_SUM-D024,5.717149662383627,1
T021_L30_SUM,24,SYNTH-T021_L30_SUM-D025,6.10254680695362,1
T021_L30_SUM,25,SYNTH-T021_L30_SUM-D026,6.112402730847553,1
T021_L30_SUM,26,SYNTH-T021_L30_SUM-D027,5.626530208983061,1
T021_L30_SUM,27,SYNTH-T021_L30_SUM-D028,5.975374078511759,1
T021_L30_SUM,28,SYNTH-T021_L30_SUM-D029,5.070547881394341,1
T021_L30_SUM,29,SYNTH-T021_L30_SUM-D030,5.954142210190497,1
T022_L30_MON,0,SYNTH-T022_L30_MON-D001,5.830307192855604,1
T022_L30_MON,1,SYNTH-T022_L30_MON-D002,5.431468695471893,1
T022_L30_MON,2,SYNTH-T022_L30_MON-D003,4.937769784106524,1
T022_L30_MON,3,SYNTH-T022_L30_MON-D004,5.409760882393463,1
T022_L30_MON,4,SYNTH-T022_L30_MON-D005,5.187510427124298,1
T022_L30_MON,5,SYNTH-T022_L30_MON-D006,5.4420730880237835,1
T022_L30_MON,6,SYNTH-T022_L30_MON-D007,5.38707238204398,1
T022_L30_MON,7,SYNTH-T022_L30_MON-D008,5.326459436848044,1
T022_L30_MON,8,SYNTH-T022_L30_MON-D009,4.583631867735711,0
T022_L30_MON,9,SYNTH-T022_L30_MON-D010,4.892957535633044,1
T022_L30_MON,10,SYNTH-T022_L30_MON-D011,5.54698655657178,1
T022_L30_MON,11,SYNTH-T022_L30_MON-D012,5.384260566702757,1
T022_L30_MON,12,SYNTH-T022_L30_MON-D013,5.856745800397137,1
T022_L30_MON,13,SYNTH-T022_L30_MON-D014,5.278706045101128,1
T022_L30_MON,14,SYNTH-T022_L30_MON-D015,5.4779280279424345,1
T022_L30_MON,15,SYNTH-T022_L30_MON-D016,5.553300202283963,1
T022_L30_MON,16,SYNTH-T022_L30_MON-D017,5.1330586191622185,1
T022_L30_MON,17,SYNTH-T022_L30_MON-D018,4.7722288102193335,0
T022_L30_MON,18,SYNTH-T022_L30_MON-D019,4.981537601906739,1
T022_L30_MON,19,SYNTH-T022_L30_MON-D020,5.064239889373988,1
T022_L30_MON,20,SYNTH-T022_L30_MON-D021,4.929602243924516,1
T022_L30_MON,21,SYNTH-T022_L30_MON-D022,5.364793996408015,1
T022_L30_MON,22,SYNTH-T022_L30_MON-D023,4.77719184522358,0
T022_L30_MON,23,SYNTH-T022_L30_MON-D024,5.308042878095715,1
T022_L30_MON,24,SYNTH-T022_L30_MON-D025,5.102885976283169,1
T022_L30_MON,25,SYNTH-T022_L30_MON-D026,4.621462574524874,0
T022_L30_MON,26,SYNTH-T022_L30_MON-D027,4.032836928756507,0
T022_L30_MON,27,SYNTH-T022_L30_MON-D028,4.788910483509701,0
T022_L30_MON,28,SYNTH-T022_L30_MON-D029,5.606072967676686,1
T022_L30_MON,29,SYNTH-T022_L30_MON-D030,4.972926390328833,1
T023_L30_POS,0,SYNTH-T023_L30_POS-D001,2.958636895504386,0
T023_L30_POS,1,SYNTH-T023_L30_POS-D002,3.5613898356910862,0
T023_L30_POS,2,SYNTH-T023_L30_POS-D003,3.349688925574478,0
T023_L30_POS,3,SYNTH-T023_L30_POS-D004,3.557707720116586,0
T023_L30_POS,4,SYNTH-T023_L30_POS-D005,4.980407382095009,1
T023_L30_POS,5,SYNTH-T023_L30_POS-D006,4.790922395331934,0
T023_L30_POS,6,SYNTH-T023_L30_POS-D007,4.831710012923619,0
T023_L30_POS,7,SYNTH-T023_L30_POS-D008,4.474235339430524,0
T023_L30_POS,8,SYNTH-T023_L30_POS-D009,4.820857794319841,0
T023_L30_POS,9,SYNTH-T023_L30_POS-D010,4.395196775916065,0
T023_L30_POS,10,SYNTH-T023_L30_POS-D011,4.354929862165879,0
T023_L30_POS,11,SYNTH-T023_L30_POS-D012,5.309689327398142,1
T023_L30_POS,12,SYNTH-T023_L30_POS-D013,5.393663121485639,1
T023_L30_POS,13,SYNTH-T023_L30_POS-D014,5.878957841841862,1
T023_L30_POS,14,SYNTH-T023_L30_POS-D015,6.351954852868647,1
T023_L30_POS,15,SYNTH-T023_L30_POS-D016,5.557962467800956,1
T023_L30_POS,16,SYNTH-T023_L30_POS-D017,5.074786746028265,1
T023_L30_POS,17,SYNTH-T023_L30_POS-D018,4.381623075291491,0
T023_L30_POS,18,SYNTH-T023_L30_POS-D019,3.713479544002263,0
T023_L30_POS,19,SYNTH-T023_L30_POS-D020,4.103508319353713,0
T023_L30_POS,20,SYNTH-T023_L30_POS-D021,4.478525019806578,0
T023_L30_POS,21,SYNTH-T023_L30_POS-D022,5.109007425427599,1
T023_L30_POS,22,SYNTH-T023_L30_POS-D023,5.045237549030405,1
T023_L30_POS,23,SYNTH-T023_L30_POS-D024,4.229528417676687,0
T023_L30_POS,24,SYNTH-T023_L30_POS-D025,4.90009660337577,1
T023_L30_POS,25,SYNTH-T023_L30_POS-D026,5.005204622516716,1
T023_L30_POS,26,SYNTH-T023_L30_POS-D027,5.23901689283653,1
T023_L30_POS,27,SYNTH-T023_L30_POS-D028,4.106204833214268,0
T023_L30_POS,28,SYNTH-T023_L30_POS-D029,3.9992712487932764,0
T023_L30_POS,29,SYNTH-T023_L30_POS-D030,4.687120288111353,0
T024_L30_WIN,0,SYNTH-T024_L30_WIN-D001,4.1676124353698665,0
T024_L30_WIN,1,SYNTH-T024_L30_WIN-D002,3.821915422389024,0
T024_L30_WIN,2,SYNTH-T024_L30_WIN-D003,3.713251483613185,0
T024_L30_WIN,3,SYNTH-T024_L30_WIN-D004,3.8447217666976834,0
T024_L30_WIN,4,SYNTH-T024_L30_WIN-D005,4.044207482211546,0
T024_L30_WIN,5,SYNTH-T024_L30_WIN-D006,4.1848856906925676,0
T024_L30_WIN,6,SYNTH-T024_L30_WIN-D007,4.187661064784423,0
T024_L30_WIN,7,SYNTH-T024_L30_WIN-D008,5.6576723684533725,1
T024_L30_WIN,8,SYNTH-T024_L30_WIN-D009,5.2638021730426425,1
T024_L30_WIN,9,SYNTH-T024_L30_WIN-D010,5.518803353504027,1
T024_L30_WIN,10,SYNTH-T024_L30_WIN-D011,5.747109047893016,1
T024_L30_WIN,11,SYNTH-T024_L30_WIN-D012,4.938687516100163,1
T024_L30_WIN,12,SYNTH-T024_L30_WIN-D013,4.2310906068146945,0
T024_L30_WIN,13,SYNTH-T024_L30_WIN-D014,3.9307407520832816,0
T024_L30_WIN,14,SYNTH-T024_L30_WIN-D015,3.407856344375473,0
T024_L30_WIN,15,SYNTH-T024_L30_WIN-D016,3.254640520422802,0
T024_L30_WIN,16,SYNTH-T024_L30_WIN-D017,3.396209275238091,0
T024_L30_WIN,17,SYNTH-T024_L30_WIN-D018,3.350852439211057,0
T024_L30_WIN,18,SYNTH-T024_L30_WIN-D019,3.4571986775853083,0
T024_L30_WIN,19,SYNTH-T024_L30_WIN-D020,4.197539043231951,0
T024_L30_WIN,20,SYNTH-T024_L30_WIN-D021,2.8318322868626122,0
T024_L30_WIN,21,SYNTH-T024_L30_WIN-D022,3.201880311439804,0
T024_L30_WIN,22,SYNTH-T024_L30_WIN-D023,2.5635798728833965,0
T024_L30_WIN,23,SYNTH-T024_L30_WIN-D024,3.016503493861836,0
T024_L30_WIN,24,SYNTH-T024_L30_WIN-D025,4.212694620765061,0
T024_L30_WIN,25,SYNTH-T024_L30_WIN-D026,4.234569152785604,0
T024_L30_WIN,26,SYNTH-T024_L30_WIN-D027,4.184563877930207,0
T024_L30_WIN,27,SYNTH-T024_L30_WIN-D028,4.147616162329624,0
T024_L30_WIN,28,SYNTH-T024_L30_WIN-D029,3.666009482073732,0
T024_L30_WIN,29,SYNTH-T024_L30_WIN-D030,3.556746565189742,0
T025_L30_SUM,0,SYNTH-T025_L30_SUM-D001,4.182420660979482,0
T025_L30_SUM,1,SYNTH-T025_L30_SUM-D002,5.094895031595164,1
T025_L30_SUM,2,SYNTH-T025_L30_SUM-D003,4.852632017937897,0
T025_L30_SUM,3,SYNTH-T025_L30_SUM-D004,5.59558986720776,1
T025_L30_SUM,4,SYNTH-T025_L30_SUM-D005,4.736702208942388,0
T025_L30_SUM,5,SYNTH-T025_L30_SUM-D006,5.5562992398426445,1
T025_L30_SUM,6,SYNTH-T025_L30_SUM-D007,5.017703824793623,1
T025_L30_SUM,7,SYNTH-T025_L30_SUM-D008,5.355176509754797,1
T025_L30_SUM,8,SYNTH-T025_L30_SUM-D009,5.47442360593367,1
T025_L30_SUM,9,SYNTH-T025_L30_SUM-D010,5.402562546597192,1
T025_L30_SUM,10,SYNTH-T025_L30_SUM-D011,5.653797837429136,1
T025_L30_SUM,11,SYNTH-T025_L30_SUM-D012,6.120391719553139,1
T025_L30_SUM,12,SYNTH-T025_L30_SUM-D013,5.614701817792162,1
T025_L30_SUM,13,SYNTH-T025_L30_SUM-D014,5.227279008358532,1
T025_L30_SUM,14,SYNTH-T025_L30_SUM-D015,5.4176677010589005,1
T025_L30_SUM,15,SYNTH-T025_L30_SUM-D016,6.218161220138998,1
T025_L30_SUM,16,SYNTH-T025_L30_SUM-D017,5.798775412074167,1
T025_L30_SUM,17,SYNTH-T025_L30_SUM-D018,5.828251935322613,1
T025_L30_SUM,18,SYNTH-T025_L30_SUM-D019,5.101434248156276,1
T025_L30_SUM,19,SYNTH-T025_L30_SUM-D020,4.3434738718682455,0
T025_L30_SUM,20,SYNTH-T025_L30_SUM-D021,6.513958456742115,1
T025_L30_SUM,21,SYNTH-T025_L30_SUM-D022,5.536347251815021,1
T025_L30_SUM,22,SYNTH-T025_L30_SUM-D023,5.71153646350542,1
T025_L30_SUM,23,SYNTH-T025_L30_SUM-D024,5.827589344747005,1
T025_L30_SUM,24,SYNTH-T025_L30_SUM-D025,4.518131934395495,0
T025_L30_SUM,25,SYNTH-T025_L30_SUM-D026,5.419124456454996,1
T025_L30_SUM,26,SYNTH-T025_L30_SUM-D027,5.609068940555694,1
T025_L30_SUM,27,SYNTH-T025_L30_SUM-D028,4.921590100625153,1
T025_L30_SUM,28,SYNTH-T025_L30_SUM-D029,5.329341144318052,1
T025_L30_SUM,29,SYNTH-T025_L30_SUM-D030,5.272458748722587,1
T026_L30_MON,0,SYNTH-T026_L30_MON-D001,4.8617915506447735,0
T026_L30_MON,1,SYNTH-T026_L30_MON-D002,5.695215115298499,1
T026_L30_MON,2,SYNTH-T026_L30_MON-D003,5.648761723059219,1
T026_L30_MON,3,SYNTH-T026_L30_MON-D004,5.629571157893725,1
T026_L30_MON,4,SYNTH-T026_L30_MON-D005,5.228271980064437,1
T026_L30_MON,5,SYNTH-T026_L30_MON-D006,5.008371319321026,1
T026_L30_MON,6,SYNTH-T026_L30_MON-D007,5.259343047494926,1
T026_L30_MON,7,SYNTH-T026_L30_MON-D008,5.1605940585312835,1
T026_L30_MON,8,SYNTH-T026_L30_MON-D009,5.224317443430727,1
T026_L30_MON,9,SYNTH-T026_L30_MON-D010,4.5315154838666105,0
T026_L30_MON,10,SYNTH-T026_L30_MON-D011,4.729962163852731,0
T026_L30_MON,11,SYNTH-T026_L30_MON-D012,4.308584107479898,0
T026_L30_MON,12,SYNTH-T026_L30_MON-D013,4.073458122001135,0
T026_L30_MON,13,SYNTH-T026_L30_MON-D014,4.687535190281069,0
T026_L30_MON,14,SYNTH-T026_L30_MON-D015,4.751935122663212,0
T026_L30_MON,15,SYNTH-T026_L30_MON-D016,5.167014634096847,1
T026_L30_MON,16,SYNTH-T026_L30_MON-D017,5.282572901381241,1
T026_L30_MON,17,SYNTH-T026_L30_MON-D018,5.725782839167869,1
T026_L30_MON,18,SYNTH-T026_L30_MON-D019,5.440807028342471,1
T026_L30_MON,19,SYNTH-T026_L30_MON-D020,5.468458085155044,1
T026_L30_MON,20,SYNTH-T026_L30_MON-D021,4.714737180586933,0
T026_L30_MON,21,SYNTH-T026_L30_MON-D022,5.938768623861082,1
T026_L30_MON,22,SYNTH-T026_L30_MON-D023,5.826772002471979,1
T026_L30_MON,23,SYNTH-T026_L30_MON-D024,5.596025788863215,1
T026_L30_MON,24,SYNTH-T026_L30_MON-D025,5.830178037838585,1
T026_L30_MON,25,SYNTH-T026_L30_MON-D026,5.704943154402686,1
T026_L30_MON,26,SYNTH-T026_L30_MON-D027,4.856341704165399,0
T026_L30_MON,27,SYNTH-T026_L30_MON-D028,3.749048223001914,0
T026_L30_MON,28,SYNTH-T026_L30_MON-D029,4.700483695686956,0
T026_L30_MON,29,SYNTH-T026_L30_MON-D030,4.287779042697759,0
T027_L30_POS,0,SYNTH-T027_L30_POS-D001,3.901830953976765,0
T027_L30_POS,1,SYNTH-T027_L30_POS-D002,3.766311232929608,0
T027_L30_POS,2,SYNTH-T027_L30_POS-D003,3.7054612210510762,0
T027_L30_POS,3,SYNTH-T027_L30_POS-D004,2.906885298166919,0
T027_L30_POS,4,SYNTH-T027_L30_POS-D005,3.423141422753445,0
T027_L30_POS,5,SYNTH-T027_L30_POS-D006,4.49295400612548,0
T027_L30_POS,6,SYNTH-T027_L30_POS-D007,4.745103072479097,0
T027_L30_POS,7,SYNTH-T027_L30_POS-D008,4.744348218323384,0
T027_L30_POS,8,SYNTH-T027_L30_POS-D009,4.118019112298022,0
T027_L30_POS,9,SYNTH-T027_L30_POS-D010,3.136017982488334,0
T027_L30_POS,10,SYNTH-T027_L30_POS-D011,3.5726935949574794,0
T027_L30_POS,11,SYNTH-T027_L30_POS-D012,4.652973685362855,0
T027_L30_POS,12,SYNTH-T027_L30_POS-D013,4.258337561519414,0
T027_L30_POS,13,SYNTH-T027_L30_POS-D014,4.845214312200856,0
T027_L30_POS,14,SYNTH-T027_L30_POS-D015,5.244931157756754,1
T027_L30_POS,15,SYNTH-T027_L30_POS-D016,5.015991676332121,1
T027_L30_POS,16,SYNTH-T027_L30_POS-D017,4.669311566324328,0
T027_L30_POS,17,SYNTH-T027_L30_POS-D018,4.113536860708977,0
T027_L30_POS,18,SYNTH-T027_L30_POS-D019,4.656109952018773,0
T027_L30_POS,19,SYNTH-T027_L30_POS-D020,4.769709798765501,0
T027_L30_POS,20,SYNTH-T027_L30_POS-D021,4.708427680467171,0
T027_L30_POS,21,SYNTH-T027_L30_POS-D022,4.494852636085706,0
T027_L30_POS,22,SYNTH-T027_L30_POS-D023,4.273149295746129,0
T027_L30_POS,23,SYNTH-T027_L30_POS-D024,2.9994685899769746,0
T027_L30_POS,24,SYNTH-T027_L30_POS-D025,4.44582162917127,0
T027_L30_POS,25,SYNTH-T027_L30_POS-D026,4.252262522383215,0
T027_L30_POS,26,SYNTH-T027_L30_POS-D027,4.072630798918864,0
T027_L30_POS,27,SYNTH-T027_L30_POS-D028,3.9250009660614276,0
T027_L30_POS,28,SYNTH-T027_L30_POS-D029,4.410405241003753,0
T027_L30_POS,29,SYNTH-T027_L30_POS-D030,4.327847045540675,0
T028_L30_WIN,0,SYNTH-T028_L30_WIN-D001,3.6227767592710105,0
T028_L30_WIN,1,SYNTH-T028_L30_WIN-D002,3.207959552634503,0
T028_L30_WIN,2,SYNTH-T028_L30_WIN-D003,3.1481617954350374,0
T028_L30_WIN,3,SYNTH-T028_L30_WIN-D004,3.8723526190953095,0
T028_L30_WIN,4,SYNTH-T028_L30_WIN-D005,3.8341232937816954,0
T028_L30_WIN,5,SYNTH-T028_L30_WIN-D006,3.738553667666744,0
T028_L30_WIN,6,SYNTH-T028_L30_WIN-D007,3.5269395583631105,0
T028_L30_WIN,7,SYNTH-T028_L30_WIN-D008,4.453989106953064,0
T028_L30_WIN,8,SYNTH-T028_L30_WIN-D009,3.755274420859264,0
T028_L30_WIN,9,SYNTH-T028_L30_WIN-D010,3.8517404167915834,0
T028_L30_WIN,10,SYNTH-T028_L30_WIN-D011,3.410642385851414,0
T028_L30_WIN,11,SYNTH-T028_L30_WIN-D012,3.7207114441923212,0
T028_L30_WIN,12,SYNTH-T028_L30_WIN-D013,3.5222040314319822,0
T028_L30_WIN,13,SYNTH-T028_L30_WIN-D014,3.7314224945479437,0
T028_L30_WIN,14,SYNTH-T028_L30_WIN-D015,3.8607693515108212,0
T028_L30_WIN,15,SYNTH-T028_L30_WIN-D016,3.7679508368330454,0
T028_L30_WIN,16,SYNTH-T028_L30_WIN-D017,3.281589505857168,0
T028_L30_WIN,17,SYNTH-T028_L30_WIN-D018,3.0047533777786706,0
T028_L30_WIN,18,SYNTH-T028_L30_WIN-D019,3.2060077630736283,0
T028_L30_WIN,19,SYNTH-T028_L30_WIN-D020,3.742342038248678,0
T028_L30_WIN,20,SYNTH-T028_L30_WIN-D021,2.4783039305248766,0
T028_L30_WIN,21,SYNTH-T028_L30_WIN-D022,3.3069200797704386,0
T028_L30_WIN,22,SYNTH-T028_L30_WIN-D023,3.4073696354930787,0
T028_L30_WIN,23,SYNTH-T028_L30_WIN-D024,3.8609453824246045,0
T028_L30_WIN,24,SYNTH-T028_L30_WIN-D025,3.810106310717101,0
T028_L30_WIN,25,SYNTH-T028_L30_WIN-D026,3.490549729300114,0
T028_L30_WIN,26,SYNTH-T028_L30_WIN-D027,3.5866207906149015,0
T028_L30_WIN,27,SYNTH-T028_L30_WIN-D028,3.1824120528906064,0
T028_L30_WIN,28,SYNTH-T028_L30_WIN-D029,3.369874476955168,0
T028_L30_WIN,29,SYNTH-T028_L30_WIN-D030,3.806850794379012,0
T029_L30_SUM,0,SYNTH-T029_L30_SUM-D001,5.494506000472906,1
T029_L30_SUM,1,SYNTH-T029_L30_SUM-D002,4.583031834846977,0
T029_L30_SUM,2,SYNTH-T029_L30_SUM-D003,5.806980715734025,1
T029_L30_SUM,3,SYNTH-T029_L30_SUM-D004,4.706947292448371,0
T029_L30_SUM,4,SYNTH-T029_L30_SUM-D005,5.776087288962548,1
T029_L30_SUM,5,SYNTH-T029_L30_SUM-D006,5.663943235669243,1
T029_L30_SUM,6,SYNTH-T029_L30_SUM-D007,5.347110066195033,1
T029_L30_SUM,7,SYNTH-T029_L30_SUM-D008,5.03189918743858,1
T029_L30_SUM,8,SYNTH-T029_L30_SUM-D009,5.303469540812646,1
T029_L30_SUM,9,SYNTH-T029_L30_SUM-D010,5.055304237097527,1
T029_L30_SUM,10,SYNTH-T029_L30_SUM-D011,5.669887103113654,1
T029_L30_SUM,11,SYNTH-T029_L30_SUM-D012,5.185449155917519,1
T029_L30_SUM,12,SYNTH-T029_L30_SUM-D013,5.305095852227431,1
T029_L30_SUM,13,SYNTH-T029_L30_SUM-D014,5.149908780989728,1
T029_L30_SUM,14,SYNTH-T029_L30_SUM-D015,4.863937224801104,0
T029_L30_SUM,15,SYNTH-T029_L30_SUM-D016,5.522948785265291,1
T029_L30_SUM,16,SYNTH-T029_L30_SUM-D017,5.592755224552787,1
T029_L30_SUM,17,SYNTH-T029_L30_SUM-D018,5.842188170731841,1
T029_L30_SUM,18,SYNTH-T029_L30_SUM-D019,5.8421284504701445,1
T029_L30_SUM,19,SYNTH-T029_L30_SUM-D020,6.101033361277001,1
T029_L30_SUM,20,SYNTH-T029_L30_SUM-D021,5.683826305650516,1
T029_L30_SUM,21,SYNTH-T029_L30_SUM-D022,5.418474884130749,1
T029_L30_SUM,22,SYNTH-T029_L30_SUM-D023,5.290539807624793,1
T029_L30_SUM,23,SYNTH-T029_L30_SUM-D024,5.117580643525533,1
T029_L30_SUM,24,SYNTH-T029_L30_SUM-D025,5.713084349032763,1
T029_L30_SUM,25,SYNTH-T029_L30_SUM-D026,5.237061495525142,1
T029_L30_SUM,26,SYNTH-T029_L30_SUM-D027,5.3444397072980045,1
T029_L30_SUM,27,SYNTH-T029_L30_SUM-D028,6.055981743617427,1
T029_L30_SUM,28,SYNTH-T029_L30_SUM-D029,4.800211168353731,0
T029_L30_SUM,29,SYNTH-T029_L30_SUM-D030,5.681152944218131,1
T030_L30_MON,0,SYNTH-T030_L30_MON-D001,4.334224217327078,0
T030_L30_MON,1,SYNTH-T030_L30_MON-D002,4.972526751722955,1
T030_L30_MON,2,SYNTH-T030_L30_MON-D003,5.412844689438556,1
T030_L30_MON,3,SYNTH-T030_L30_MON-D004,4.787361980511898,0
T030_L30_MON,4,SYNTH-T030_L30_MON-D005,4.958932584764842,1
T030_L30_MON,5,SYNTH-T030_L30_MON-D006,4.131368142242818,0
T030_L30_MON,6,SYNTH-T030_L30_MON-D007,5.058111699134378,1
T030_L30_MON,7,SYNTH-T030_L30_MON-D008,4.907518883051798,1
T030_L30_MON,8,SYNTH-T030_L30_MON-D009,4.829892333392898,0
T030_L30_MON,9,SYNTH-T030_L30_MON-D010,5.851656608525,1
T030_L30_MON,10,SYNTH-T030_L30_MON-D011,5.841527345626333,1
T030_L30_MON,11,SYNTH-T030_L30_MON-D012,4.827598765132568,0
T030_L30_MON,12,SYNTH-T030_L30_MON-D013,5.015848135671334,1
T030_L30_MON,13,SYNTH-T030_L30_MON-D014,5.031659488700301,1
T030_L30_MON,14,SYNTH-T030_L30_MON-D015,5.7447089980588215,1
T030_L30_MON,15,SYNTH-T030_L30_MON-D016,5.4966659438341,1
T030_L30_MON,16,SYNTH-T030_L30_MON-D017,5.011932689079577,1
T030_L30_MON,17,SYNTH-T030_L30_MON-D018,4.504728848031473,0
T030_L30_MON,18,SYNTH-T030_L30_MON-D019,4.4650582941905235,0
T030_L30_MON,19,SYNTH-T030_L30_MON-D020,4.549567055990286,0
T030_L30_MON,20,SYNTH-T030_L30_MON-D021,5.359972152142337,1
T030_L30_MON,21,SYNTH-T030_L30_MON-D022,5.413883343300094,1
T030_L30_MON,22,SYNTH-T030_L30_MON-D023,5.172411816433188,1
T030_L30_MON,23,SYNTH-T030_L30_MON-D024,5.240962777831971,1
T030_L30_MON,24,SYNTH-T030_L30_MON-D025,5.304937252382863,1
T030_L30_MON,25,SYNTH-T030_L30_MON-D026,5.204830632010772,1
T030_L30_MON,26,SYNTH-T030_L30_MON-D027,5.32351249274206,1
T030_L30_MON,27,SYNTH-T030_L30_MON-D028,6.2664726891184115,1
T030_L30_MON,28,SYNTH-T030_L30_MON-D029,6.084687878080769,1
T030_L30_MON,29,SYNTH-T030_L30_MON-D030,5.231178781594101,1
T031_L90_WIN,0,SYNTH-T031_L90_WIN-D001,3.6708862198757104,0
T031_L90_WIN,1,SYNTH-T031_L90_WIN-D002,3.491927927947124,0
T031_L90_WIN,2,SYNTH-T031_L90_WIN-D003,3.4481378456524547,0
T031_L90_WIN,3,SYNTH-T031_L90_WIN-D004,3.3425001269036283,0
T031_L90_WIN,4,SYNTH-T031_L90_WIN-D005,3.4873146732997524,0
T031_L90_WIN,5,SYNTH-T031_L90_WIN-D006,3.8163355118010758,0
T031_L90_WIN,6,SYNTH-T031_L90_WIN-D007,4.105990673313933,0
T031_L90_WIN,7,SYNTH-T031_L90_WIN-D008,3.5136047064037177,0
T031_L90_WIN,8,SYNTH-T031_L90_WIN-D009,2.8605894757117616,0
T031_L90_WIN,9,SYNTH-T031_L90_WIN-D010,4.519083424020706,0
T031_L90_WIN,10,SYNTH-T031_L90_WIN-D011,3.602553103488974,0
T031_L90_WIN,11,SYNTH-T031_L90_WIN-D012,2.551029309687027,0
T031_L90_WIN,12,SYNTH-T031_L90_WIN-D013,3.51433976701462,0
T031_L90_WIN,13,SYNTH-T031_L90_WIN-D014,3.403642536316258,0
T031_L90_WIN,14,SYNTH-T031_L90_WIN-D015,4.620886731589523,0
T031_L90_WIN,15,SYNTH-T031_L90_WIN-D016,4.34434236721102,0
T031_L90_WIN,16,SYNTH-T031_L90_WIN-D017,4.318513420338026,0
T031_L90_WIN,17,SYNTH-T031_L90_WIN-D018,4.5312292442928435,0
T031_L90_WIN,18,SYNTH-T031_L90_WIN-D019,3.666551751396777,0
T031_L90_WIN,19,SYNTH-T031_L90_WIN-D020,4.254628206903229,0
T031_L90_WIN,20,SYNTH-T031_L90_WIN-D021,3.8346735486531753,0
T031_L90_WIN,21,SYNTH-T031_L90_WIN-D022,3.549504532297837,0
T031_L90_WIN,22,SYNTH-T031_L90_WIN-D023,3.665844629489825,0
T031_L90_WIN,23,SYNTH-T031_L90_WIN-D024,4.120340797628734,0
T031_L90_WIN,24,SYNTH-T031_L90_WIN-D025,3.5870708606824966,0
T031_L90_WIN,25,SYNTH-T031_L90_WIN-D026,3.3341105243440867,0
T031_L90_WIN,26,SYNTH-T031_L90_WIN-D027,4.002877079099264,0
T031_L90_WIN,27,SYNTH-T031_L90_WIN-D028,4.648284220828974,0
T031_L90_WIN,28,SYNTH-T031_L90_WIN-D029,4.969351697421596,1
T031_L90_WIN,29,SYNTH-T031_L90_WIN-D030,4.666692826496275,0
T031_L90_WIN,30,SYNTH-T031_L90_WIN-D031,4.062202199869858,0
