trajectory_id,window_slice_idx,data_origin,source_partition,window_size
REAL_HISTORICAL_2020_2021,464,real,2020-2021,14
REAL_HISTORICAL_2020_2021,465,real,2020-2021,14
REAL_HISTORICAL_2020_2021,466,real,2020-2021,14
REAL_HISTORICAL_2020_2021,467,real,2020-2021,14
REAL_HISTORICAL_2020_2021,468,real,2020-2021,14
REAL_HISTORICAL_2020_2021,469,real,2020-2021,14
REAL_HISTORICAL_2020_2021,470,real,2020-2021,14
REAL_HISTORICAL_2020_2021,471,real,2020-2021,14
REAL_HISTORICAL_2020_2021,472,real,2020-2021,14
REAL_HISTORICAL_2020_2021,473,real,2020-2021,14
REAL_HISTORICAL_2020_2021,474,real,2020-2021,14
REAL_HISTORICAL_2020_2021,475,real,2020-2021,14
REAL_HISTORICAL_2020_2021,476,real,2020-2021,14
REAL_HISTORICAL_2020_2021,477,real,2020-2021,14
REAL_HISTORICAL_2020_2021,478,real,2020-2021,14
REAL_HISTORICAL_2020_2021,479,real,2020-2021,14
REAL_HISTORICAL_2020_2021,480,real,2020-2021,14
REAL_HISTORICAL_2020_2021,481,real,2020-2021,14
REAL_HISTORICAL_2020_2021,482,real,2020-2021,14
REAL_HISTORICAL_2020_2021,483,real,2020-2021,14
REAL_HISTORICAL_2020_2021,484,real,2020-2021,14
REAL_HISTORICAL_2020_2021,485,real,2020-2021,14
REAL_HISTORICAL_2020_2021,486,real,2020-2021,14
REAL_HISTORICAL_2020_2021,487,real,2020-2021,14
REAL_HISTORICAL_2020_2021,488,real,2020-2021,14
REAL_HISTORICAL_2020_2021,489,real,2020-2021,14
REAL_HISTORICAL_2020_2021,490,real,2020-2021,14
REAL_HISTORICAL_2020_2021,491,real,2020-2021,14
REAL_HISTORICAL_2020_2021,492,real,2020-2021,14
REAL_HISTORICAL_2020_2021,493,real,2020-2021,14
REAL_HISTORICAL_2020_2021,494,real,2020-2021,14
REAL_HISTORICAL_2020_2021,495,real,2020-2021,14
REAL_HISTORICAL_2020_2021,496,real,2020-2021,14
REAL_HISTORICAL_2020_2021,497,real,2020-2021,14
REAL_HISTORICAL_2020_2021,498,real,2020-2021,14
REAL_HISTORICAL_2020_2021,499,real,2020-2021,14
REAL_HISTORICAL_2020_2021,500,real,2020-2021,14
REAL_HISTORICAL_2020_2021,501,real,2020-2021,14
REAL_HISTORICAL_2020_2021,502,real,2020-2021,14
REAL_HISTORICAL_2020_2021,503,real,2020-2021,14
REAL_HISTORICAL_2020_2021,504,real,2020-2021,14
REAL_HISTORICAL_2020_2021,505,real,2020-2021,14
REAL_HISTORICAL_2020_2021,506,real,2020-2021,14
REAL_HISTORICAL_2020_2021,507,real,2020-2021,14
REAL_HISTORICAL_2020_2021,508,real,2020-2021,14
REAL_HISTORICAL_2020_2021,509,real,2020-2021,14
REAL_HISTORICAL_2020_2021,510,real,2020-2021,14
REAL_HISTORICAL_2020_2021,511,real,2020-2021,14
REAL_HISTORICAL_2020_2021,512,real,2020-2021,14
REAL_HISTORICAL_2020_2021,513,real,2020-2021,14
REAL_HISTORICAL_2020_2021,514,real,2020-2021,14
REAL_HISTORICAL_2020_2021,515,real,2020-2021,14
REAL_HISTORICAL_2020_2021,516,real,2020-2021,14
REAL_HISTORICAL_2020_2021,517,real,2020-2021,14
REAL_HISTORICAL_2020_2021,518,real,2020-2021,14
REAL_HISTORICAL_2020_2021,519,real,2020-2021,14
REAL_HISTORICAL_2020_2021,520,real,2020-2021,14
REAL_HISTORICAL_2020_2021,521,real,2020-2021,14
REAL_HISTORICAL_2020_2021,522,real,2020-2021,14
REAL_HISTORICAL_2020_2021,523,real,2020-2021,14
REAL_HISTORICAL_2020_2021,524,real,2020-2021,14
REAL_HISTORICAL_2020_2021,525,real,2020-2021,14
REAL_HISTORICAL_2020_2021,526,real,2020-2021,14
REAL_HISTORICAL_2020_2021,527,real,2020-2021,14
REAL_HISTORICAL_2020_2021,528,real,2020-2021,14
REAL_HISTORICAL_2020_2021,529,real,2020-2021,14
REAL_HISTORICAL_2020_2021,530,real,2020-2021,14
REAL_HISTORICAL_2020_2021,531,real,2020-2021,14
REAL_HISTORICAL_2020_2021,532,real,2020-2021,14
REAL_HISTORICAL_2020_2021,533,real,2020-2021,14
REAL_HISTORICAL_2020_2021,534,real,2020-2021,14
REAL_HISTORICAL_2020_2021,535,real,2020-2021,14
REAL_HISTORICAL_2020_2021,536,real,2020-2021,14
REAL_HISTORICAL_2020_2021,537,real,2020-2021,14
REAL_HISTORICAL_2020_2021,538,real,2020-2021,14
REAL_HISTORICAL_2020_2021,539,real,2020-2021,14
REAL_HISTORICAL_2020_2021,540,real,2020-2021,14
REAL_HISTORICAL_2020_2021,541,real,2020-2021,14
REAL_HISTORICAL_2020_2021,542,real,2020-2021,14
REAL_HISTORICAL_2020_2021,543,real,2020-2021,14
REAL_HISTORICAL_2020_2021,544,real,2020-2021,14
REAL_HISTORICAL_2020_2021,545,real,2020-2021,14
REAL_HISTORICAL_2020_2021,546,real,2020-2021,14
REAL_HISTORICAL_2020_2021,547,real,2020-2021,14
REAL_HISTORICAL_2020_2021,548,real,2020-2021,14
REAL_HISTORICAL_2020_2021,549,real,2020-2021,14
REAL_HISTORICAL_2020_2021,550,real,2020-2021,14
REAL_HISTORICAL_2020_2021,551,real,2020-2021,14
REAL_HISTORICAL_2020_2021,552,real,2020-2021,14
REAL_HISTORICAL_2020_2021,553,real,2020-2021,14
REAL_HISTORICAL_2020_2021,554,real,2020-2021,14
REAL_HISTORICAL_2020_2021,555,real,2020-2021,14
REAL_HISTORICAL_2020_2021,556,real,2020-2021,14
REAL_HISTORICAL_2020_2021,557,real,2020-2021,14
REAL_HISTORICAL_2020_2021,558,real,2020-2021,14
REAL_HISTORICAL_2020_2021,559,real,2020-2021,14
REAL_HISTORICAL_2020_2021,560,real,2020-2021,14
REAL_HISTORICAL_2020_2021,561,real,2020-2021,14
REAL_HISTORICAL_2020_2021,562,real,2020-2021,14
REAL_HISTORICAL_2020_2021,563,real,2020-2021,14
REAL_HISTORICAL_2020_2021,564,real,2020-2021,14
REAL_HISTORICAL_2020_2021,565,real,2020-2021,14
REAL_HISTORICAL_2020_2021,566,real,2020-2021,14
REAL_HISTORICAL_2020_2021,567,real,2020-2021,14
REAL_HISTORICAL_2020_2021,568,real,2020-2021,14
REAL_HISTORICAL_2020_2021,569,real,2020-2021,14
REAL_HISTORICAL_2020_2021,570,real,2020-2021,14
REAL_HISTORICAL_2020_2021,571,real,2020-2021,14
REAL_HISTORICAL_2020_2021,572,real,2020-2021,14
REAL_HISTORICAL_2020_2021,573,real,2020-2021,14
SYNTH_8B_batch_0005_01840,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02040,4,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00124,10,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00636,4,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00248,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00356,13,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00110,13,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00452,2,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00760,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01840,11,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00208,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00500,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01926,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00380,15,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00440,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01076,14,synthetic,2020-2021,14
SYNTH_8B_batch_0001_00054,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01716,5,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00084,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01216,8,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00514,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02196,12,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00100,4,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00176,5,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00144,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02172,10,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00192,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00200,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01116,9,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01468,3,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00196,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00258,9,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00418,9,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00044,1,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00212,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01196,0,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00046,9,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02182,7,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00358,1,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00226,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01512,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02384,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02260,4,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02342,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00892,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00844,15,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00036,2,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00332,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02432,14,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00168,12,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00372,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02256,14,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00060,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00592,11,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00582,0,synthetic,2020-2021,14
SYNTH_8B_batch_0001_00060,13,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00822,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01490,3,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01268,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01932,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01888,3,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00136,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01566,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02192,2,synthetic,2020-2021,14
SYNTH_8B_batch_0001_00052,8,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00176,1,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01704,12,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00420,9,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01816,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00656,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00688,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01144,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02412,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00772,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00716,11,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00492,0,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00194,9,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00376,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01726,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02084,1,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00376,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00176,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01020,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01024,9,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00636,11,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00488,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01270,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00588,4,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00736,12,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00436,3,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01996,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02348,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00464,3,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00114,8,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00078,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02008,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00340,1,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00138,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00212,4,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00744,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01164,4,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00924,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00624,7,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00192,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01988,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00792,15,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00180,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01726,15,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00232,7,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00462,2,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00386,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00148,7,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00252,0,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00076,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01996,2,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00448,7,synthetic,2020-2021,14
SYNTH_8B_batch_0001_00016,5,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00340,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00530,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00592,1,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00416,15,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00184,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00124,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00932,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00926,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00700,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01508,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00848,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00288,9,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00590,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00390,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00250,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00816,9,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00780,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00262,11,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00758,1,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00232,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01588,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00820,15,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00254,14,synthetic,2020-2021,14
SYNTH_8B_batch_0001_00100,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00258,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01254,11,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00148,14,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00110,11,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00386,14,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00384,9,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00834,14,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00044,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00302,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00256,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01462,12,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00220,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01654,3,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01090,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01760,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02440,12,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00584,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01976,12,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00692,1,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00970,15,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00072,13,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01622,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01440,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01452,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00636,9,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02384,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00344,9,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00238,3,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00196,11,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00020,13,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00072,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00824,4,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00448,5,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00052,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00812,13,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01254,6,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00056,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02146,10,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00584,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00506,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01378,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00060,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01980,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00452,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00176,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01104,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00744,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01594,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00204,10,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00518,1,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02088,2,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00056,0,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00564,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01780,1,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01144,3,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00220,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01958,4,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00144,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00068,3,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02406,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00336,0,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00092,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00364,13,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00076,1,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01776,2,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00462,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02010,8,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00944,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01226,5,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02122,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00464,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00716,6,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00412,5,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00050,4,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00296,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01464,11,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00680,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02028,10,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00784,10,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00764,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02338,10,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00544,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00188,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00616,1,synthetic,2020-2021,14
SYNTH_8B_batch_0001_00032,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02448,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00428,13,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01968,3,synthetic,2020-2021,14
SYNTH_8B_batch_0001_00060,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01288,13,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00608,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00148,3,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00728,15,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00116,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02420,2,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00944,3,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01054,2,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02188,13,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00984,5,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00624,13,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02488,3,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00064,9,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01892,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02312,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02038,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02376,1,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00768,11,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00232,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00164,0,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00778,3,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00574,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02152,13,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00020,13,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00152,13,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00406,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01284,15,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01812,10,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01204,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01638,2,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00264,12,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00080,11,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00120,9,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00004,15,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00124,4,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00642,13,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00108,6,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00784,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00188,0,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00064,11,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00128,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00410,1,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00200,14,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00790,4,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01884,14,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00356,12,synthetic,2020-2021,14
SYNTH_8B_batch_0005_02212,4,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00100,5,synthetic,2020-2021,14
SYNTH_8B_batch_0003_00184,7,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00136,8,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01910,8,synthetic,2020-2021,14
SYNTH_8B_batch_0004_00148,13,synthetic,2020-2021,14
SYNTH_8B_batch_0005_01580,14,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00348,0,synthetic,2020-2021,14
SYNTH_8B_batch_0005_00800,14,synthetic,2020-2021,14
SYNTH_8B_batch_0001_00018,1,synthetic,2020-2021,14
SYNTH_8B_batch_0002_00250,4,synthetic,2020-2021,14
